文件名|讯飞|思必驰|商汤
永旺_472|错误的标记数据 start:68305516|end:68436654|total:25260722
永旺_473|错误的标记数据 start:68436654|end:68579952|total:25260722
永旺_475|错误的标记数据 start:68579952|end:68738930|total:25260722
永旺_476|错误的标记数据 start:68738930|end:68907508|total:25260722
永旺_477|错误的标记数据 start:68907508|end:69064246|total:25260722
永旺_478|错误的标记数据 start:69064246|end:69226104|total:25260722
永旺_479|错误的标记数据 start:69226104|end:69367802|total:25260722
永旺_48|错误的标记数据 start:69367802|end:69530620|total:25260722
永旺_480|错误的标记数据 start:69530620|end:69706238|total:25260722
永旺_481|错误的标记数据 start:69706238|end:69867136|total:25260722
永旺_482|错误的标记数据 start:69867136|end:70016194|total:25260722
永旺_483|错误的标记数据 start:70016194|end:70136772|total:25260722
永旺_484|错误的标记数据 start:70136772|end:70309680|total:25260722
永旺_485|错误的标记数据 start:70309680|end:70456598|total:25260722
永旺_486|错误的标记数据 start:70456598|end:70593176|total:25260722
永旺_487|错误的标记数据 start:70593176|end:70725048|total:25260722
永旺_488|错误的标记数据 start:70725048|end:70884346|total:25260722
永旺_49|错误的标记数据 start:70884346|end:71026364|total:25260722
永旺_490|错误的标记数据 start:71026364|end:71192062|total:25260722
永旺_491|错误的标记数据 start:71192062|end:71377920|total:25260722
永旺_492|错误的标记数据 start:71377920|end:71528898|total:25260722
永旺_493|错误的标记数据 start:71528898|end:71729156|total:25260722
永旺_494|错误的标记数据 start:71729156|end:71881094|total:25260722
永旺_5|错误的标记数据 start:71881094|end:72046374|total:25260722
永旺_50|错误的标记数据 start:72046374|end:72199272|total:25260722
永旺_51|错误的标记数据 start:72199272|end:72355538|total:25260722
永旺_52|错误的标记数据 start:72355538|end:72511012|total:25260722
永旺_53|错误的标记数据 start:72511012|end:72652314|total:25260722
永旺_54|错误的标记数据 start:72652314|end:72795606|total:25260722
永旺_55|错误的标记数据 start:72795606|end:72930928|total:25260722
永旺_56|错误的标记数据 start:72930928|end:73077604|total:25260722
永旺_57|错误的标记数据 start:73077604|end:73219800|total:25260722
永旺_58|错误的标记数据 start:73219800|end:73379738|total:25260722
永旺_59|错误的标记数据 start:73379738|end:73495918|total:25260722
永旺_6|错误的标记数据 start:73495918|end:73669740|total:25260722
永旺_60|错误的标记数据 start:73669740|end:73792846|total:25260722
永旺_61|错误的标记数据 start:73792846|end:73913316|total:25260722
永旺_62|错误的标记数据 start:73913316|end:74057574|total:25260722
永旺_63|错误的标记数据 start:74057574|end:74192690|total:25260722
永旺_64|错误的标记数据 start:74192690|end:74302486|total:25260722
永旺_65|错误的标记数据 start:74302486|end:74426090|total:25260722
永旺_66|错误的标记数据 start:74426090|end:74555766|total:25260722
永旺_67|错误的标记数据 start:74555766|end:74683384|total:25260722
永旺_68|错误的标记数据 start:74683384|end:74810160|total:25260722
永旺_69|错误的标记数据 start:74810160|end:74930424|total:25260722
永旺_7|错误的标记数据 start:74930424|end:75099532|total:25260722
永旺_70|错误的标记数据 start:75099532|end:75232284|total:25260722
永旺_72|错误的标记数据 start:75232284|end:75344988|total:25260722
永旺_73|错误的标记数据 start:75344988|end:75461438|total:25260722
永旺_74|错误的标记数据 start:75461438|end:75571946|total:25260722
永旺_75|错误的标记数据 start:75571946|end:75716654|total:25260722
永旺_76|错误的标记数据 start:75716654|end:75860956|total:25260722
永旺_78|错误的标记数据 start:75860956|end:76052244|total:25260722
永旺_8|错误的标记数据 start:76052244|end:76219650|total:25260722
永旺_80|错误的标记数据 start:76219650|end:76318422|total:25260722
永旺_81|错误的标记数据 start:76318422|end:76437920|total:25260722
永旺_82|错误的标记数据 start:76437920|end:76592276|total:25260722
永旺_83|错误的标记数据 start:76592276|end:76719784|total:25260722
永旺_85|错误的标记数据 start:76719784|end:76852628|total:25260722
永旺_86|错误的标记数据 start:76852628|end:76989120|total:25260722
永旺_89|错误的标记数据 start:76989120|end:77141378|total:25260722
永旺_9|错误的标记数据 start:77141378|end:77316372|total:25260722
永旺_90|错误的标记数据 start:77316372|end:77439362|total:25260722
永旺_91|错误的标记数据 start:77439362|end:77564208|total:25260722
永旺_92|错误的标记数据 start:77564208|end:77722052|total:25260722
永旺_93|错误的标记数据 start:77722052|end:77874988|total:25260722
永旺_94|错误的标记数据 start:77874988|end:77983284|total:25260722
永旺_95|错误的标记数据 start:77983284|end:78126982|total:25260722
永旺_97|错误的标记数据 start:78126982|end:78235400|total:25260722
永旺_98|错误的标记数据 start:78235400|end:78365644|total:25260722
永旺_99|错误的标记数据 start:78365644|end:78491224|total:25260722
